Genome_ID,Clade,Niche,Genomovar_Cluster,Clone_Cluster
GCA_001035005.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035075.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035105.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035225.1,CladeA,CF,Cluster_20,Cluster_3369
GCA_001035285.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035305.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035315.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035325.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035365.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035385.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035395.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035415.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035445.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035465.1,CladeA,CF,Cluster_20,Cluster_3370
GCA_001035485.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035525.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035535.1,CladeA,CF,Cluster_20,Cluster_3371
GCA_001035565.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035575.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035605.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035635.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035645.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035685.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035705.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035715.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035725.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035765.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035785.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035795.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035805.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035845.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035865.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035875.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035885.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035925.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035945.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001035955.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036005.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036025.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036035.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036145.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036155.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036185.1,CladeA,CF,Cluster_20,Cluster_3372
GCA_001036195.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036225.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036255.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036265.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036335.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036355.1,CladeA,CF,Cluster_20,Cluster_3373
GCA_001036385.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036405.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036415.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036425.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036465.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036485.1,CladeA,CF,Cluster_20,Cluster_3374
GCA_001036495.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036505.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036565.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036585.1,CladeA,CF,Cluster_20,Cluster_3375
GCA_001036645.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036655.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036685.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036735.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036765.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036775.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036805.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036815.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001036835.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001037185.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001037195.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001037225.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001037235.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001037315.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001037345.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001037355.1,CladeA,CF,Cluster_20,Cluster_3376
GCA_001037385.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001037395.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001039325.1,CladeA,CF,Cluster_20,Cluster_2296
GCA_001293085.1,CladeA,Waste.Water,Cluster_75,Cluster_3377
GCA_001414085.1,CladeA,Sputum,Cluster_24,Cluster_3378
GCA_001414105.1,CladeA,Sputum,Cluster_24,Cluster_3379
GCA_001414155.1,CladeA,Sputum,Cluster_10,Cluster_3380
GCA_001414165.1,CladeA,Sputum,Cluster_24,Cluster_3381
GCA_001414175.1,CladeA,Sputum,Cluster_24,Cluster_3382
GCA_001420525.1,CladeA,Urinary,Cluster_46,Cluster_3383
GCA_001420535.1,CladeA,Urinary,Cluster_46,Cluster_3384
GCA_001447845.1,CladeA,Burn,Cluster_242,Cluster_3385
GCA_001449145.1,CladeA,Hospital.Environment,Cluster_58,Cluster_3386
GCA_001449155.1,CladeA,Hospital.Environment,Cluster_20,Cluster_3387
GCA_001449165.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3388
GCA_001449175.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3389
GCA_001449225.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3390
GCA_001449245.1,CladeA,Hospital.Environment,Cluster_43,Cluster_3391
GCA_001449255.1,CladeA,Hospital.Environment,Cluster_34,Cluster_3392
GCA_001449275.1,CladeA,Hospital.Environment,Cluster_34,Cluster_3392
GCA_001449305.1,CladeA,Hospital.Environment,Cluster_20,Cluster_3393
GCA_001449325.1,CladeB,Hospital.Environment,Cluster_145,Cluster_3394
GCA_001449365.1,CladeA,Hospital.Environment,Cluster_231,Cluster_3395
GCA_001449385.1,CladeC,Hospital.Environment,Cluster_255,Cluster_3396
GCA_001449395.1,CladeA,Hospital.Environment,Cluster_90,Cluster_3397
GCA_001449425.1,CladeA,Hospital.Environment,Cluster_336,Cluster_3398
GCA_001449465.1,CladeC,Hospital.Environment,Cluster_216,Cluster_3399
GCA_001449485.1,CladeB,Aquatic,Cluster_354,Cluster_2631
GCA_001449505.1,CladeB,Wound,Cluster_12,Cluster_3400
GCA_001449515.1,CladeA,Hospital.Environment,Cluster_1,Cluster_3401
GCA_001449545.1,CladeB,Hospital.Environment,Cluster_16,Cluster_3402
GCA_001449555.1,CladeA,Hospital.Environment,Cluster_1,Cluster_3401
GCA_001449585.1,CladeB,Hospital.Environment,Cluster_114,Cluster_3403
GCA_001449625.1,CladeA,Hospital.Environment,Cluster_1,Cluster_3401
GCA_001449645.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3404
GCA_001449655.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3405
GCA_001449675.1,CladeA,Hospital.Environment,Cluster_1,Cluster_8
GCA_001449705.1,CladeA,Hospital.Environment,Cluster_1,Cluster_3401
GCA_001449725.1,CladeB,Skin,Cluster_4,Cluster_3406
GCA_001449735.1,CladeA,Hospital.Environment,Cluster_175,Cluster_3407
GCA_001449765.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3404
GCA_001449785.1,CladeA,Hospital.Environment,Cluster_404,Cluster_3408
GCA_001449805.1,CladeA,Hospital.Environment,Cluster_20,Cluster_2446
GCA_001449825.1,CladeA,Hospital.Environment,Cluster_60,Cluster_1129
GCA_001449835.1,CladeA,Hospital.Environment,Cluster_50,Cluster_3409
GCA_001449865.1,CladeA,Hospital.Environment,Cluster_386,Cluster_3410
GCA_001449885.1,CladeA,Hospital.Environment,Cluster_26,Cluster_3411
GCA_001449905.1,CladeB,Hospital.Environment,Cluster_405,Cluster_3412
GCA_001449925.1,CladeB,Hospital.Environment,Cluster_114,Cluster_3413
GCA_001449935.1,CladeB,Hospital.Environment,Cluster_16,Cluster_3414
GCA_001449965.1,CladeC,Hospital.Environment,Cluster_406,Cluster_3415
GCA_001449985.1,CladeA,Hospital.Environment,Cluster_60,Cluster_3416
GCA_001450015.1,CladeA,Hospital.Environment,Cluster_24,Cluster_3417
GCA_001450045.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3418
GCA_001450065.1,CladeB,Hospital.Environment,Cluster_12,Cluster_3419
GCA_001450085.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3420
GCA_001450095.1,CladeA,Hospital.Environment,Cluster_2,Cluster_356
GCA_001450115.1,CladeB,Lung,Cluster_151,Cluster_3421
GCA_001450145.1,CladeB,Hospital.Environment,Cluster_16,Cluster_3422
GCA_001450165.1,CladeC,Hospital.Environment,Cluster_255,Cluster_3423
GCA_001450185.1,CladeA,Hospital.Environment,Cluster_24,Cluster_2458
GCA_001450195.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3424
GCA_001450225.1,CladeA,Hospital.Environment,Cluster_30,Cluster_94
GCA_001450245.1,CladeA,Hospital.Environment,Cluster_34,Cluster_3425
GCA_001450265.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3426
GCA_001450275.1,CladeB,Hospital.Environment,Cluster_12,Cluster_3427
GCA_001450305.1,CladeB,Hospital.Environment,Cluster_407,Cluster_3428
GCA_001450325.1,CladeA,Hospital.Environment,Cluster_20,Cluster_3429
GCA_001450345.1,CladeA,Hospital.Environment,Cluster_183,Cluster_3430
GCA_001450385.1,CladeA,Hospital.Environment,Cluster_1,Cluster_3431
GCA_001450405.1,CladeA,Hospital.Environment,Cluster_35,Cluster_3432
GCA_001450425.1,CladeB,Hospital.Environment,Cluster_16,Cluster_3433
GCA_001450465.1,CladeC,Hospital.Environment,Cluster_255,Cluster_3434
GCA_001450485.1,CladeB,Hospital.Environment,Cluster_159,Cluster_3435
GCA_001450505.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3436
GCA_001450525.1,CladeA,Hospital.Environment,Cluster_1,Cluster_3437
GCA_001450545.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3404
GCA_001450555.1,CladeA,Hospital.Environment,Cluster_75,Cluster_3438
GCA_001450585.1,CladeA,Ear,Cluster_5,Cluster_3439
GCA_001450605.1,CladeB,Hospital.Environment,Cluster_159,Cluster_3435
GCA_001450635.1,CladeA,Hospital.Environment,Cluster_60,Cluster_184
GCA_001450665.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3293
GCA_001450675.1,CladeB,Hospital.Environment,Cluster_114,Cluster_3440
GCA_001450705.1,CladeA,Hospital.Environment,Cluster_10,Cluster_2734
GCA_001450745.1,CladeA,Hospital.Environment,Cluster_265,Cluster_3441
GCA_001450755.1,CladeB,Hospital.Environment,Cluster_80,Cluster_3442
GCA_001450785.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3443
GCA_001450795.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3444
GCA_001450825.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3445
GCA_001450835.1,CladeA,Hospital.Environment,Cluster_75,Cluster_3446
GCA_001450865.1,CladeB,Hospital.Environment,Cluster_84,Cluster_3447
GCA_001450875.1,CladeA,Hospital.Environment,Cluster_2,Cluster_3448
GCA_001450905.1,CladeB,Hospital.Environment,Cluster_114,Cluster_3449
GCA_001450915.1,CladeB,Hospital.Environment,Cluster_397,Cluster_3450
GCA_001450925.1,CladeB,Hospital.Environment,Cluster_16,Cluster_3451
GCA_001450935.1,CladeB,Hospital.Environment,Cluster_76,Cluster_3452
GCA_001450985.1,CladeA,Hospital.Environment,Cluster_10,Cluster_675
GCA_001450995.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3453
GCA_001451015.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3454
GCA_001451025.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3454
GCA_001451075.1,CladeA,Hospital.Environment,Cluster_1,Cluster_3455
GCA_001451105.1,CladeA,Hospital.Environment,Cluster_82,Cluster_3456
GCA_001451125.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3457
GCA_001451145.1,CladeB,Hospital.Environment,Cluster_17,Cluster_814
GCA_001451165.1,CladeA,Hospital.Environment,Cluster_103,Cluster_3458
GCA_001451175.1,CladeA,Hospital.Environment,Cluster_404,Cluster_3408
GCA_001451205.1,CladeA,Hospital.Environment,Cluster_10,Cluster_675
GCA_001451245.1,CladeA,Aquatic,Cluster_160,Cluster_3459
GCA_001451255.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3460
GCA_001451265.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3461
GCA_001451295.1,CladeB,Hospital.Environment,Cluster_17,Cluster_814
GCA_001451325.1,CladeA,Hospital.Environment,Cluster_233,Cluster_3462
GCA_001451335.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3463
GCA_001451355.1,CladeA,Hospital.Environment,Cluster_30,Cluster_94
GCA_001451375.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3464
GCA_001451405.1,CladeA,Hospital.Environment,Cluster_9,Cluster_3465
GCA_001451425.1,CladeB,Hospital.Environment,Cluster_114,Cluster_3466
GCA_001451445.1,CladeA,Hospital.Environment,Cluster_373,Cluster_3467
GCA_001451455.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3468
GCA_001451485.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3469
GCA_001451505.1,CladeB,Hospital.Environment,Cluster_196,Cluster_3470
GCA_001451525.1,CladeA,Hospital.Environment,Cluster_38,Cluster_3471
GCA_001451535.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3472
GCA_001451565.1,CladeA,Hospital.Environment,Cluster_43,Cluster_3473
GCA_001451575.1,CladeA,Hospital.Environment,Cluster_230,Cluster_3474
GCA_001451605.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3475
GCA_001451655.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3476
GCA_001451685.1,CladeA,Hospital.Environment,Cluster_122,Cluster_3477
GCA_001451705.1,CladeA,Hospital.Environment,Cluster_63,Cluster_3478
GCA_001451725.1,CladeB,Hospital.Environment,Cluster_57,Cluster_3479
GCA_001451755.1,CladeA,Hospital.Environment,Cluster_9,Cluster_3480
GCA_001451785.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3481
GCA_001451815.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3482
GCA_001451865.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3483
GCA_001451885.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3484
GCA_001451895.1,CladeA,Hospital.Environment,Cluster_9,Cluster_3480
GCA_001451905.1,CladeA,Hospital.Environment,Cluster_66,Cluster_3485
GCA_001451945.1,CladeC,Hospital.Environment,Cluster_408,Cluster_3486
GCA_001451965.1,CladeB,Hospital.Environment,Cluster_16,Cluster_3487
GCA_001451975.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3488
GCA_001452025.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3489
GCA_001452045.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3490
GCA_001452055.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3481
GCA_001452075.1,CladeA,Hospital.Environment,Cluster_20,Cluster_3491
GCA_001452105.1,CladeB,Hospital.Environment,Cluster_114,Cluster_3492
GCA_001452135.1,CladeA,Hospital.Environment,Cluster_43,Cluster_3493
GCA_001452155.1,CladeB,Hospital.Environment,Cluster_55,Cluster_3494
GCA_001452185.1,CladeB,Hospital.Environment,Cluster_409,Cluster_3495
GCA_001452205.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3496
GCA_001452215.1,CladeB,Hospital.Environment,Cluster_17,Cluster_3497
GCA_001452235.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3498
GCA_001452255.1,CladeA,Hospital.Environment,Cluster_43,Cluster_2241
GCA_001452285.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3499
GCA_001452305.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3500
GCA_001452335.1,CladeA,Hospital.Environment,Cluster_20,Cluster_3501
GCA_001452365.1,CladeA,Hospital.Environment,Cluster_1,Cluster_8
GCA_001452385.1,CladeA,Hospital.Environment,Cluster_1,Cluster_3502
GCA_001452405.1,CladeB,Hospital.Environment,Cluster_16,Cluster_3503
GCA_001452415.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3504
GCA_001452445.1,CladeB,Hospital.Environment,Cluster_114,Cluster_3505
GCA_001452465.1,CladeB,Hospital.Environment,Cluster_52,Cluster_3506
GCA_001452495.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3507
GCA_001452545.1,CladeA,Hospital.Environment,Cluster_243,Cluster_3508
GCA_001452565.1,CladeB,Hospital.Environment,Cluster_52,Cluster_3509
GCA_001452575.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3510
GCA_001452605.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3511
GCA_001452615.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3512
GCA_001452645.1,CladeA,Hospital.Environment,Cluster_1,Cluster_3513
GCA_001452675.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3514
GCA_001452725.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3515
GCA_001452745.1,CladeB,Hospital.Environment,Cluster_260,Cluster_3516
GCA_001452755.1,CladeA,Hospital.Environment,Cluster_22,Cluster_3517
GCA_001452805.1,CladeB,Burn,Cluster_11,Cluster_3518
GCA_001452825.1,CladeB,Burn,Cluster_81,Cluster_627
GCA_001452835.1,CladeA,Burn,Cluster_9,Cluster_3519
GCA_001452865.1,CladeA,Blood,Cluster_10,Cluster_675
GCA_001452885.1,CladeB,Sputum,Cluster_310,Cluster_3520
GCA_001452915.1,CladeA,Burn,Cluster_40,Cluster_3521
GCA_001452935.1,CladeB,Hospital.Environment,Cluster_55,Cluster_3522
GCA_001452985.1,CladeC,Burn,Cluster_215,Cluster_3523
GCA_001452995.1,CladeB,Upper.Respiratory,Cluster_410,Cluster_3524
GCA_001453065.1,CladeA,Hospital.Environment,Cluster_2,Cluster_3525
GCA_001453075.1,CladeA,CF,Cluster_58,Cluster_3526
GCA_001453095.1,CladeA,Hospital.Environment,Cluster_70,Cluster_3527
GCA_001453145.1,CladeA,Hospital.Environment,Cluster_264,Cluster_3528
GCA_001453155.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3529
GCA_001453185.1,CladeA,Hospital.Environment,Cluster_63,Cluster_3530
GCA_001453205.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3531
GCA_001453225.1,CladeA,Hospital.Environment,Cluster_233,Cluster_3532
GCA_001453235.1,CladeA,Hospital.Environment,Cluster_2,Cluster_356
GCA_001453265.1,CladeA,Hospital.Environment,Cluster_20,Cluster_3533
GCA_001453305.1,CladeA,Hospital.Environment,Cluster_139,Cluster_3534
GCA_001453315.1,CladeA,Hospital.Environment,Cluster_22,Cluster_3535
GCA_001453345.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3536
GCA_001453365.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3537
GCA_001453385.1,CladeA,Hospital.Environment,Cluster_2,Cluster_3538
GCA_001453405.1,CladeB,Hospital.Environment,Cluster_17,Cluster_3539
GCA_001453415.1,CladeB,Hospital.Environment,Cluster_411,Cluster_3540
GCA_001453435.1,CladeA,Hospital.Environment,Cluster_412,Cluster_3541
GCA_001453465.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3542
GCA_001453485.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3543
GCA_001453495.1,CladeB,Hospital.Environment,Cluster_57,Cluster_3544
GCA_001453515.1,CladeA,Hospital.Environment,Cluster_66,Cluster_3545
GCA_001453545.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3546
GCA_001453585.1,CladeA,Hospital.Environment,Cluster_123,Cluster_3547
GCA_001453595.1,CladeB,Hospital.Environment,Cluster_11,Cluster_3548
GCA_001453615.1,CladeB,Hospital.Environment,Cluster_52,Cluster_3549
GCA_001453645.1,CladeA,Hospital.Environment,Cluster_2,Cluster_3550
GCA_001453665.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3551
GCA_001453675.1,CladeA,Hospital.Environment,Cluster_148,Cluster_3552
GCA_001453705.1,CladeB,Hospital.Environment,Cluster_57,Cluster_3544
GCA_001453725.1,CladeB,Hospital.Environment,Cluster_17,Cluster_3553
GCA_001453735.1,CladeA,Hospital.Environment,Cluster_40,Cluster_3554
GCA_001453755.1,CladeA,Hospital.Environment,Cluster_5,Cluster_3555
GCA_001453775.1,CladeA,Animal,Cluster_10,Cluster_3556
GCA_001453825.1,CladeB,Sputum,Cluster_114,Cluster_3557
GCA_001453905.1,CladeA,Hospital.Environment,Cluster_2,Cluster_3525
GCA_001453915.1,CladeA,Burn,Cluster_144,Cluster_3558
GCA_001453945.1,CladeA,CF,Cluster_75,Cluster_3559
GCA_001453985.1,CladeA,Throat,Cluster_233,Cluster_3560
GCA_001454045.1,CladeB,Burn,Cluster_11,Cluster_3561
GCA_001454065.1,CladeB,Burn,Cluster_4,Cluster_3562
GCA_001454085.1,CladeB,Aquatic,Cluster_57,Cluster_3563
GCA_001454095.1,CladeB,Aquatic,Cluster_382,Cluster_3107
GCA_001454125.1,CladeA,Burn,Cluster_5,Cluster_3564
GCA_001454145.1,CladeA,Blood,Cluster_26,Cluster_3565
GCA_001454165.1,CladeB,Burn,Cluster_151,Cluster_3566
GCA_001454175.1,CladeA,Wound,Cluster_59,Cluster_3567
GCA_001454225.1,CladeA,Urinary,Cluster_1,Cluster_8
GCA_001454235.1,CladeB,Aquatic,Cluster_114,Cluster_3568
GCA_001454305.1,CladeB,Burn,Cluster_11,Cluster_3569
GCA_001454325.1,CladeA,Burn,Cluster_43,Cluster_3570
GCA_001454335.1,CladeA,Ear,Cluster_287,Cluster_3571
GCA_001454365.1,CladeB,Sputum,Cluster_57,Cluster_3572
GCA_001454395.1,CladeA,Urinary,Cluster_350,Cluster_3573
GCA_001454415.1,CladeA,Sputum,Cluster_284,Cluster_3574
GCA_001454445.1,CladeA,Blood,Cluster_1,Cluster_3575
GCA_001454495.1,CladeA,Urinary,Cluster_1,Cluster_3576
GCA_001454545.1,CladeA,Wound,Cluster_1,Cluster_3577
GCA_001454565.1,CladeA,Wound,Cluster_1,Cluster_8
GCA_001454595.1,CladeB,Burn,Cluster_11,Cluster_3578
GCA_001454645.1,CladeA,CF,Cluster_90,Cluster_3579
GCA_001454675.1,CladeC,Plant,Cluster_413,Cluster_3580
GCA_001454705.1,CladeA,Hospital.Environment,Cluster_60,Cluster_3581
GCA_001454725.1,CladeA,Aquatic,Cluster_2,Cluster_356
GCA_001454745.1,CladeA,Burn,Cluster_5,Cluster_3582
GCA_001454755.1,CladeB,Burn,Cluster_16,Cluster_3583
GCA_001454785.1,CladeA,CF,Cluster_1,Cluster_3584
GCA_001469435.3,CladeB,Terrestrial,Cluster_156,Cluster_3585
GCA_001471435.2,CladeB,Urinary,Cluster_80,Cluster_3586
GCA_001482325.1,CladeA,Blood,Cluster_336,Cluster_3587
GCA_001482885.1,CladeA,Eye,Cluster_147,Cluster_3588
GCA_001483235.1,CladeA,Aquatic,Cluster_5,Cluster_3589
GCA_001500235.1,CladeA,CF,Cluster_9,Cluster_613
GCA_001500245.1,CladeA,CF,Cluster_30,Cluster_3590
GCA_001518975.1,CladeA,Upper.Respiratory,Cluster_74,Cluster_3591
GCA_001535675.2,CladeA,Urinary,Cluster_1,Cluster_3592
GCA_001545175.1,CladeA,CF,Cluster_35,Cluster_3593
GCA_001545205.1,CladeA,CF,Cluster_35,Cluster_3594
GCA_001545255.1,CladeA,CF,Cluster_35,Cluster_3595
GCA_001554305.1,CladeB,CF,Cluster_260,Cluster_3596
GCA_001554315.1,CladeA,CF,Cluster_92,Cluster_3597
GCA_001554325.1,CladeA,CF,Cluster_10,Cluster_3598
GCA_001554375.1,CladeB,CF,Cluster_260,Cluster_3599
GCA_001554385.1,CladeA,CF,Cluster_10,Cluster_1720
GCA_001554395.1,CladeB,CF,Cluster_260,Cluster_3596
GCA_001554425.1,CladeB,CF,Cluster_260,Cluster_3600
GCA_001554455.1,CladeB,CF,Cluster_260,Cluster_3596
GCA_001554465.1,CladeA,CF,Cluster_10,Cluster_3601
GCA_001554495.1,CladeA,CF,Cluster_10,Cluster_3602
GCA_001554505.1,CladeA,CF,Cluster_10,Cluster_3602
GCA_001554575.1,CladeB,CF,Cluster_260,Cluster_3603
GCA_001554585.1,CladeA,CF,Cluster_60,Cluster_3604
GCA_001554655.1,CladeA,CF,Cluster_90,Cluster_3605
GCA_001554665.1,CladeA,CF,Cluster_90,Cluster_3605
GCA_001554695.1,CladeA,CF,Cluster_40,Cluster_3606
GCA_001554705.1,CladeA,CF,Cluster_40,Cluster_3607
GCA_001554735.1,CladeA,CF,Cluster_40,Cluster_3608
GCA_001554745.1,CladeA,CF,Cluster_40,Cluster_3609
GCA_001554775.1,CladeB,CF,Cluster_151,Cluster_3610
GCA_001554785.1,CladeB,CF,Cluster_151,Cluster_3610
GCA_001554805.1,CladeB,CF,Cluster_151,Cluster_3611
GCA_001554825.1,CladeA,CF,Cluster_229,Cluster_3612
GCA_001554855.1,CladeA,CF,Cluster_229,Cluster_3613
GCA_001554875.1,CladeA,CF,Cluster_229,Cluster_3613
GCA_001554895.1,CladeA,CF,Cluster_229,Cluster_3613
GCA_001554915.1,CladeA,CF,Cluster_229,Cluster_3614
GCA_001554935.1,CladeA,CF,Cluster_20,Cluster_3615
GCA_001554955.1,CladeA,CF,Cluster_20,Cluster_3616
GCA_001554975.1,CladeA,CF,Cluster_92,Cluster_3617
GCA_001554995.1,CladeA,CF,Cluster_20,Cluster_3616
GCA_001555015.1,CladeA,CF,Cluster_415,Cluster_3665
GCA_001555035.1,CladeA,CF,Cluster_92,Cluster_3597
GCA_001555055.1,CladeA,CF,Cluster_92,Cluster_3666
GCA_001555075.1,CladeA,CF,Cluster_415,Cluster_3667
GCA_001555095.1,CladeA,CF,Cluster_415,Cluster_3668
GCA_001555115.1,CladeA,CF,Cluster_415,Cluster_3669
GCA_001555135.1,CladeA,CF,Cluster_60,Cluster_3670
GCA_001555155.1,CladeA,CF,Cluster_90,Cluster_3605
GCA_001555165.1,CladeA,CF,Cluster_10,Cluster_3602
GCA_001555215.1,CladeA,CF,Cluster_90,Cluster_3605
GCA_001555225.1,CladeA,CF,Cluster_40,Cluster_3671
GCA_001555235.1,CladeA,CF,Cluster_40,Cluster_3608
GCA_001555255.1,CladeA,CF,Cluster_229,Cluster_3613
GCA_001555295.1,CladeA,CF,Cluster_229,Cluster_3672
GCA_001555315.1,CladeA,CF,Cluster_415,Cluster_3673
GCA_001555325.1,CladeA,CF,Cluster_20,Cluster_3674
